date,date_key,year,month,day,weekday
1999-10-31,19991031,1999,10,31,Sunday
1999-11-01,19991101,1999,11,1,Monday
1999-11-02,19991102,1999,11,2,Tuesday
1999-11-03,19991103,1999,11,3,Wednesday
1999-11-04,19991104,1999,11,4,Thursday
1999-11-05,19991105,1999,11,5,Friday
1999-11-06,19991106,1999,11,6,Saturday
1999-11-07,19991107,1999,11,7,Sunday
1999-11-08,19991108,1999,11,8,Monday
1999-11-09,19991109,1999,11,9,Tuesday
1999-11-10,19991110,1999,11,10,Wednesday
1999-11-11,19991111,1999,11,11,Thursday
1999-11-12,19991112,1999,11,12,Friday
1999-11-13,19991113,1999,11,13,Saturday
1999-11-14,19991114,1999,11,14,Sunday
1999-11-15,19991115,1999,11,15,Monday
1999-11-16,19991116,1999,11,16,Tuesday
1999-11-17,19991117,1999,11,17,Wednesday
1999-11-18,19991118,1999,11,18,Thursday
1999-11-19,19991119,1999,11,19,Friday
1999-11-20,19991120,1999,11,20,Saturday
1999-11-21,19991121,1999,11,21,Sunday
1999-11-22,19991122,1999,11,22,Monday
1999-11-23,19991123,1999,11,23,Tuesday
1999-11-24,19991124,1999,11,24,Wednesday
1999-11-25,19991125,1999,11,25,Thursday
1999-11-26,19991126,1999,11,26,Friday
1999-11-27,19991127,1999,11,27,Saturday
1999-11-28,19991128,1999,11,28,Sunday
1999-11-29,19991129,1999,11,29,Monday
1999-11-30,19991130,1999,11,30,Tuesday
1999-12-01,19991201,1999,12,1,Wednesday
1999-12-02,19991202,1999,12,2,Thursday
1999-12-03,19991203,1999,12,3,Friday
1999-12-04,19991204,1999,12,4,Saturday
1999-12-05,19991205,1999,12,5,Sunday
1999-12-06,19991206,1999,12,6,Monday
1999-12-07,19991207,1999,12,7,Tuesday
1999-12-08,19991208,1999,12,8,Wednesday
1999-12-09,19991209,1999,12,9,Thursday
1999-12-10,19991210,1999,12,10,Friday
1999-12-11,19991211,1999,12,11,Saturday
1999-12-12,19991212,1999,12,12,Sunday
1999-12-13,19991213,1999,12,13,Monday
1999-12-14,19991214,1999,12,14,Tuesday
1999-12-15,19991215,1999,12,15,Wednesday
1999-12-16,19991216,1999,12,16,Thursday
1999-12-17,19991217,1999,12,17,Friday
1999-12-18,19991218,1999,12,18,Saturday
1999-12-19,19991219,1999,12,19,Sunday
1999-12-20,19991220,1999,12,20,Monday
1999-12-21,19991221,1999,12,21,Tuesday
1999-12-22,19991222,1999,12,22,Wednesday
1999-12-23,19991223,1999,12,23,Thursday
1999-12-24,19991224,1999,12,24,Friday
1999-12-25,19991225,1999,12,25,Saturday
1999-12-26,19991226,1999,12,26,Sunday
1999-12-27,19991227,1999,12,27,Monday
1999-12-28,19991228,1999,12,28,Tuesday
1999-12-29,19991229,1999,12,29,Wednesday
1999-12-30,19991230,1999,12,30,Thursday
1999-12-31,19991231,1999,12,31,Friday
2000-01-01,20000101,2000,1,1,Saturday
2000-01-02,20000102,2000,1,2,Sunday
2000-01-03,20000103,2000,1,3,Monday
2000-01-04,20000104,2000,1,4,Tuesday
2000-01-05,20000105,2000,1,5,Wednesday
2000-01-06,20000106,2000,1,6,Thursday
2000-01-07,20000107,2000,1,7,Friday
2000-01-08,20000108,2000,1,8,Saturday
2000-01-09,20000109,2000,1,9,Sunday
2000-01-10,20000110,2000,1,10,Monday
2000-01-11,20000111,2000,1,11,Tuesday
2000-01-12,20000112,2000,1,12,Wednesday
2000-01-13,20000113,2000,1,13,Thursday
2000-01-14,20000114,2000,1,14,Friday
2000-01-15,20000115,2000,1,15,Saturday
2000-01-16,20000116,2000,1,16,Sunday
2000-01-17,20000117,2000,1,17,Monday
2000-01-18,20000118,2000,1,18,Tuesday
2000-01-19,20000119,2000,1,19,Wednesday
2000-01-20,20000120,2000,1,20,Thursday
2000-01-21,20000121,2000,1,21,Friday
2000-01-22,20000122,2000,1,22,Saturday
2000-01-23,20000123,2000,1,23,Sunday
2000-01-24,20000124,2000,1,24,Monday
2000-01-25,20000125,2000,1,25,Tuesday
2000-01-26,20000126,2000,1,26,Wednesday
2000-01-27,20000127,2000,1,27,Thursday
2000-01-28,20000128,2000,1,28,Friday
2000-01-29,20000129,2000,1,29,Saturday
2000-01-30,20000130,2000,1,30,Sunday
2000-01-31,20000131,2000,1,31,Monday
2000-02-01,20000201,2000,2,1,Tuesday
2000-02-02,20000202,2000,2,2,Wednesday
2000-02-03,20000203,2000,2,3,Thursday
2000-02-04,20000204,2000,2,4,Friday
2000-02-05,20000205,2000,2,5,Saturday
2000-02-06,20000206,2000,2,6,Sunday
2000-02-07,20000207,2000,2,7,Monday
2000-02-08,20000208,2000,2,8,Tuesday
2000-02-09,20000209,2000,2,9,Wednesday
2000-02-10,20000210,2000,2,10,Thursday
2000-02-11,20000211,2000,2,11,Friday
2000-02-12,20000212,2000,2,12,Saturday
2000-02-13,20000213,2000,2,13,Sunday
2000-02-14,20000214,2000,2,14,Monday
2000-02-15,20000215,2000,2,15,Tuesday
2000-02-16,20000216,2000,2,16,Wednesday
2000-02-17,20000217,2000,2,17,Thursday
2000-02-18,20000218,2000,2,18,Friday
2000-02-19,20000219,2000,2,19,Saturday
2000-02-20,20000220,2000,2,20,Sunday
2000-02-21,20000221,2000,2,21,Monday
2000-02-22,20000222,2000,2,22,Tuesday
2000-02-23,20000223,2000,2,23,Wednesday
2000-02-24,20000224,2000,2,24,Thursday
2000-02-25,20000225,2000,2,25,Friday
2000-02-26,20000226,2000,2,26,Saturday
2000-02-27,20000227,2000,2,27,Sunday
2000-02-28,20000228,2000,2,28,Monday
2000-02-29,20000229,2000,2,29,Tuesday
2000-03-01,20000301,2000,3,1,Wednesday
2000-03-02,20000302,2000,3,2,Thursday
2000-03-03,20000303,2000,3,3,Friday
2000-03-04,20000304,2000,3,4,Saturday
2000-03-05,20000305,2000,3,5,Sunday
2000-03-06,20000306,2000,3,6,Monday
2000-03-07,20000307,2000,3,7,Tuesday
2000-03-08,20000308,2000,3,8,Wednesday
2000-03-09,20000309,2000,3,9,Thursday
2000-03-10,20000310,2000,3,10,Friday
2000-03-11,20000311,2000,3,11,Saturday
2000-03-12,20000312,2000,3,12,Sunday
2000-03-13,20000313,2000,3,13,Monday
2000-03-14,20000314,2000,3,14,Tuesday
2000-03-15,20000315,2000,3,15,Wednesday
2000-03-16,20000316,2000,3,16,Thursday
2000-03-17,20000317,2000,3,17,Friday
2000-03-18,20000318,2000,3,18,Saturday
2000-03-19,20000319,2000,3,19,Sunday
2000-03-20,20000320,2000,3,20,Monday
2000-03-21,20000321,2000,3,21,Tuesday
2000-03-22,20000322,2000,3,22,Wednesday
2000-03-23,20000323,2000,3,23,Thursday
2000-03-24,20000324,2000,3,24,Friday
2000-03-25,20000325,2000,3,25,Saturday
2000-03-26,20000326,2000,3,26,Sunday
2000-03-27,20000327,2000,3,27,Monday
2000-03-28,20000328,2000,3,28,Tuesday
2000-03-29,20000329,2000,3,29,Wednesday
2000-03-30,20000330,2000,3,30,Thursday
2000-03-31,20000331,2000,3,31,Friday
2000-04-01,20000401,2000,4,1,Saturday
2000-04-02,20000402,2000,4,2,Sunday
2000-04-03,20000403,2000,4,3,Monday
2000-04-04,20000404,2000,4,4,Tuesday
2000-04-05,20000405,2000,4,5,Wednesday
2000-04-06,20000406,2000,4,6,Thursday
2000-04-07,20000407,2000,4,7,Friday
2000-04-08,20000408,2000,4,8,Saturday
2000-04-09,20000409,2000,4,9,Sunday
2000-04-10,20000410,2000,4,10,Monday
2000-04-11,20000411,2000,4,11,Tuesday
2000-04-12,20000412,2000,4,12,Wednesday
2000-04-13,20000413,2000,4,13,Thursday
2000-04-14,20000414,2000,4,14,Friday
2000-04-15,20000415,2000,4,15,Saturday
2000-04-16,20000416,2000,4,16,Sunday
2000-04-17,20000417,2000,4,17,Monday
2000-04-18,20000418,2000,4,18,Tuesday
2000-04-19,20000419,2000,4,19,Wednesday
2000-04-20,20000420,2000,4,20,Thursday
2000-04-21,20000421,2000,4,21,Friday
2000-04-22,20000422,2000,4,22,Saturday
2000-04-23,20000423,2000,4,23,Sunday
2000-04-24,20000424,2000,4,24,Monday
2000-04-25,20000425,2000,4,25,Tuesday
2000-04-26,20000426,2000,4,26,Wednesday
2000-04-27,20000427,2000,4,27,Thursday
2000-04-28,20000428,2000,4,28,Friday
2000-04-29,20000429,2000,4,29,Saturday
2000-04-30,20000430,2000,4,30,Sunday
2000-05-01,20000501,2000,5,1,Monday
2000-05-02,20000502,2000,5,2,Tuesday
2000-05-03,20000503,2000,5,3,Wednesday
2000-05-04,20000504,2000,5,4,Thursday
2000-05-05,20000505,2000,5,5,Friday
2000-05-06,20000506,2000,5,6,Saturday
2000-05-07,20000507,2000,5,7,Sunday
2000-05-08,20000508,2000,5,8,Monday
2000-05-09,20000509,2000,5,9,Tuesday
2000-05-10,20000510,2000,5,10,Wednesday
2000-05-11,20000511,2000,5,11,Thursday
2000-05-12,20000512,2000,5,12,Friday
2000-05-13,20000513,2000,5,13,Saturday
2000-05-14,20000514,2000,5,14,Sunday
2000-05-15,20000515,2000,5,15,Monday
2000-05-16,20000516,2000,5,16,Tuesday
2000-05-17,20000517,2000,5,17,Wednesday
2000-05-18,20000518,2000,5,18,Thursday
2000-05-19,20000519,2000,5,19,Friday
2000-05-20,20000520,2000,5,20,Saturday
2000-05-21,20000521,2000,5,21,Sunday
2000-05-22,20000522,2000,5,22,Monday
2000-05-23,20000523,2000,5,23,Tuesday
2000-05-24,20000524,2000,5,24,Wednesday
2000-05-25,20000525,2000,5,25,Thursday
2000-05-26,20000526,2000,5,26,Friday
2000-05-27,20000527,2000,5,27,Saturday
2000-05-28,20000528,2000,5,28,Sunday
2000-05-29,20000529,2000,5,29,Monday
2000-05-30,20000530,2000,5,30,Tuesday
2000-05-31,20000531,2000,5,31,Wednesday
2000-06-01,20000601,2000,6,1,Thursday
2000-06-02,20000602,2000,6,2,Friday
2000-06-03,20000603,2000,6,3,Saturday
2000-06-04,20000604,2000,6,4,Sunday
2000-06-05,20000605,2000,6,5,Monday
2000-06-06,20000606,2000,6,6,Tuesday
2000-06-07,20000607,2000,6,7,Wednesday
2000-06-08,20000608,2000,6,8,Thursday
2000-06-09,20000609,2000,6,9,Friday
2000-06-10,20000610,2000,6,10,Saturday
2000-06-11,20000611,2000,6,11,Sunday
2000-06-12,20000612,2000,6,12,Monday
2000-06-13,20000613,2000,6,13,Tuesday
2000-06-14,20000614,2000,6,14,Wednesday
2000-06-15,20000615,2000,6,15,Thursday
2000-06-16,20000616,2000,6,16,Friday
2000-06-17,20000617,2000,6,17,Saturday
2000-06-18,20000618,2000,6,18,Sunday
2000-06-19,20000619,2000,6,19,Monday
2000-06-20,20000620,2000,6,20,Tuesday
2000-06-21,20000621,2000,6,21,Wednesday
2000-06-22,20000622,2000,6,22,Thursday
2000-06-23,20000623,2000,6,23,Friday
2000-06-24,20000624,2000,6,24,Saturday
2000-06-25,20000625,2000,6,25,Sunday
2000-06-26,20000626,2000,6,26,Monday
2000-06-27,20000627,2000,6,27,Tuesday
2000-06-28,20000628,2000,6,28,Wednesday
2000-06-29,20000629,2000,6,29,Thursday
2000-06-30,20000630,2000,6,30,Friday
2000-07-01,20000701,2000,7,1,Saturday
2000-07-02,20000702,2000,7,2,Sunday
2000-07-03,20000703,2000,7,3,Monday
2000-07-04,20000704,2000,7,4,Tuesday
2000-07-05,20000705,2000,7,5,Wednesday
2000-07-06,20000706,2000,7,6,Thursday
2000-07-07,20000707,2000,7,7,Friday
2000-07-08,20000708,2000,7,8,Saturday
2000-07-09,20000709,2000,7,9,Sunday
2000-07-10,20000710,2000,7,10,Monday
2000-07-11,20000711,2000,7,11,Tuesday
2000-07-12,20000712,2000,7,12,Wednesday
2000-07-13,20000713,2000,7,13,Thursday
2000-07-14,20000714,2000,7,14,Friday
2000-07-15,20000715,2000,7,15,Saturday
2000-07-16,20000716,2000,7,16,Sunday
2000-07-17,20000717,2000,7,17,Monday
2000-07-18,20000718,2000,7,18,Tuesday
2000-07-19,20000719,2000,7,19,Wednesday
2000-07-20,20000720,2000,7,20,Thursday
2000-07-21,20000721,2000,7,21,Friday
2000-07-22,20000722,2000,7,22,Saturday
2000-07-23,20000723,2000,7,23,Sunday
2000-07-24,20000724,2000,7,24,Monday
2000-07-25,20000725,2000,7,25,Tuesday
2000-07-26,20000726,2000,7,26,Wednesday
2000-07-27,20000727,2000,7,27,Thursday
2000-07-28,20000728,2000,7,28,Friday
2000-07-29,20000729,2000,7,29,Saturday
2000-07-30,20000730,2000,7,30,Sunday
2000-07-31,20000731,2000,7,31,Monday
2000-08-01,20000801,2000,8,1,Tuesday
2000-08-02,20000802,2000,8,2,Wednesday
2000-08-03,20000803,2000,8,3,Thursday
2000-08-04,20000804,2000,8,4,Friday
2000-08-05,20000805,2000,8,5,Saturday
2000-08-06,20000806,2000,8,6,Sunday
2000-08-07,20000807,2000,8,7,Monday
2000-08-08,20000808,2000,8,8,Tuesday
2000-08-09,20000809,2000,8,9,Wednesday
2000-08-10,20000810,2000,8,10,Thursday
2000-08-11,20000811,2000,8,11,Friday
2000-08-12,20000812,2000,8,12,Saturday
2000-08-13,20000813,2000,8,13,Sunday
2000-08-14,20000814,2000,8,14,Monday
2000-08-15,20000815,2000,8,15,Tuesday
2000-08-16,20000816,2000,8,16,Wednesday
2000-08-17,20000817,2000,8,17,Thursday
2000-08-18,20000818,2000,8,18,Friday
2000-08-19,20000819,2000,8,19,Saturday
2000-08-20,20000820,2000,8,20,Sunday
2000-08-21,20000821,2000,8,21,Monday
2000-08-22,20000822,2000,8,22,Tuesday
2000-08-23,20000823,2000,8,23,Wednesday
2000-08-24,20000824,2000,8,24,Thursday
2000-08-25,20000825,2000,8,25,Friday
2000-08-26,20000826,2000,8,26,Saturday
2000-08-27,20000827,2000,8,27,Sunday
2000-08-28,20000828,2000,8,28,Monday
2000-08-29,20000829,2000,8,29,Tuesday
2000-08-30,20000830,2000,8,30,Wednesday
2000-08-31,20000831,2000,8,31,Thursday
2000-09-01,20000901,2000,9,1,Friday
2000-09-02,20000902,2000,9,2,Saturday
2000-09-03,20000903,2000,9,3,Sunday
2000-09-04,20000904,2000,9,4,Monday
2000-09-05,20000905,2000,9,5,Tuesday
2000-09-06,20000906,2000,9,6,Wednesday
2000-09-07,20000907,2000,9,7,Thursday
2000-09-08,20000908,2000,9,8,Friday
2000-09-09,20000909,2000,9,9,Saturday
2000-09-10,20000910,2000,9,10,Sunday
2000-09-11,20000911,2000,9,11,Monday
2000-09-12,20000912,2000,9,12,Tuesday
2000-09-13,20000913,2000,9,13,Wednesday
2000-09-14,20000914,2000,9,14,Thursday
2000-09-15,20000915,2000,9,15,Friday
2000-09-16,20000916,2000,9,16,Saturday
2000-09-17,20000917,2000,9,17,Sunday
2000-09-18,20000918,2000,9,18,Monday
2000-09-19,20000919,2000,9,19,Tuesday
2000-09-20,20000920,2000,9,20,Wednesday
2000-09-21,20000921,2000,9,21,Thursday
2000-09-22,20000922,2000,9,22,Friday
2000-09-23,20000923,2000,9,23,Saturday
2000-09-24,20000924,2000,9,24,Sunday
2000-09-25,20000925,2000,9,25,Monday
2000-09-26,20000926,2000,9,26,Tuesday
2000-09-27,20000927,2000,9,27,Wednesday
2000-09-28,20000928,2000,9,28,Thursday
2000-09-29,20000929,2000,9,29,Friday
2000-09-30,20000930,2000,9,30,Saturday
2000-10-01,20001001,2000,10,1,Sunday
2000-10-02,20001002,2000,10,2,Monday
2000-10-03,20001003,2000,10,3,Tuesday
2000-10-04,20001004,2000,10,4,Wednesday
2000-10-05,20001005,2000,10,5,Thursday
2000-10-06,20001006,2000,10,6,Friday
2000-10-07,20001007,2000,10,7,Saturday
2000-10-08,20001008,2000,10,8,Sunday
2000-10-09,20001009,2000,10,9,Monday
2000-10-10,20001010,2000,10,10,Tuesday
2000-10-11,20001011,2000,10,11,Wednesday
2000-10-12,20001012,2000,10,12,Thursday
2000-10-13,20001013,2000,10,13,Friday
2000-10-14,20001014,2000,10,14,Saturday
2000-10-15,20001015,2000,10,15,Sunday
2000-10-16,20001016,2000,10,16,Monday
2000-10-17,20001017,2000,10,17,Tuesday
2000-10-18,20001018,2000,10,18,Wednesday
2000-10-19,20001019,2000,10,19,Thursday
2000-10-20,20001020,2000,10,20,Friday
2000-10-21,20001021,2000,10,21,Saturday
2000-10-22,20001022,2000,10,22,Sunday
2000-10-23,20001023,2000,10,23,Monday
2000-10-24,20001024,2000,10,24,Tuesday
2000-10-25,20001025,2000,10,25,Wednesday
2000-10-26,20001026,2000,10,26,Thursday
2000-10-27,20001027,2000,10,27,Friday
2000-10-28,20001028,2000,10,28,Saturday
2000-10-29,20001029,2000,10,29,Sunday
2000-10-30,20001030,2000,10,30,Monday
2000-10-31,20001031,2000,10,31,Tuesday
2000-11-01,20001101,2000,11,1,Wednesday
2000-11-02,20001102,2000,11,2,Thursday
2000-11-03,20001103,2000,11,3,Friday
2000-11-04,20001104,2000,11,4,Saturday
2000-11-05,20001105,2000,11,5,Sunday
2000-11-06,20001106,2000,11,6,Monday
2000-11-07,20001107,2000,11,7,Tuesday
2000-11-08,20001108,2000,11,8,Wednesday
2000-11-09,20001109,2000,11,9,Thursday
2000-11-10,20001110,2000,11,10,Friday
2000-11-11,20001111,2000,11,11,Saturday
2000-11-12,20001112,2000,11,12,Sunday
2000-11-13,20001113,2000,11,13,Monday
2000-11-14,20001114,2000,11,14,Tuesday
2000-11-15,20001115,2000,11,15,Wednesday
2000-11-16,20001116,2000,11,16,Thursday
2000-11-17,20001117,2000,11,17,Friday
2000-11-18,20001118,2000,11,18,Saturday
2000-11-19,20001119,2000,11,19,Sunday
2000-11-20,20001120,2000,11,20,Monday
2000-11-21,20001121,2000,11,21,Tuesday
2000-11-22,20001122,2000,11,22,Wednesday
2000-11-23,20001123,2000,11,23,Thursday
2000-11-24,20001124,2000,11,24,Friday
2000-11-25,20001125,2000,11,25,Saturday
2000-11-26,20001126,2000,11,26,Sunday
2000-11-27,20001127,2000,11,27,Monday
2000-11-28,20001128,2000,11,28,Tuesday
2000-11-29,20001129,2000,11,29,Wednesday
2000-11-30,20001130,2000,11,30,Thursday
2000-12-01,20001201,2000,12,1,Friday
2000-12-02,20001202,2000,12,2,Saturday
2000-12-03,20001203,2000,12,3,Sunday
2000-12-04,20001204,2000,12,4,Monday
2000-12-05,20001205,2000,12,5,Tuesday
2000-12-06,20001206,2000,12,6,Wednesday
2000-12-07,20001207,2000,12,7,Thursday
2000-12-08,20001208,2000,12,8,Friday
2000-12-09,20001209,2000,12,9,Saturday
2000-12-10,20001210,2000,12,10,Sunday
2000-12-11,20001211,2000,12,11,Monday
2000-12-12,20001212,2000,12,12,Tuesday
2000-12-13,20001213,2000,12,13,Wednesday
2000-12-14,20001214,2000,12,14,Thursday
2000-12-15,20001215,2000,12,15,Friday
2000-12-16,20001216,2000,12,16,Saturday
2000-12-17,20001217,2000,12,17,Sunday
2000-12-18,20001218,2000,12,18,Monday
2000-12-19,20001219,2000,12,19,Tuesday
2000-12-20,20001220,2000,12,20,Wednesday
2000-12-21,20001221,2000,12,21,Thursday
2000-12-22,20001222,2000,12,22,Friday
2000-12-23,20001223,2000,12,23,Saturday
2000-12-24,20001224,2000,12,24,Sunday
2000-12-25,20001225,2000,12,25,Monday
2000-12-26,20001226,2000,12,26,Tuesday
2000-12-27,20001227,2000,12,27,Wednesday
2000-12-28,20001228,2000,12,28,Thursday
2000-12-29,20001229,2000,12,29,Friday
2000-12-30,20001230,2000,12,30,Saturday
2000-12-31,20001231,2000,12,31,Sunday
2001-01-01,20010101,2001,1,1,Monday
2001-01-02,20010102,2001,1,2,Tuesday
2001-01-03,20010103,2001,1,3,Wednesday
2001-01-04,20010104,2001,1,4,Thursday
2001-01-05,20010105,2001,1,5,Friday
2001-01-06,20010106,2001,1,6,Saturday
2001-01-07,20010107,2001,1,7,Sunday
2001-01-08,20010108,2001,1,8,Monday
2001-01-09,20010109,2001,1,9,Tuesday
2001-01-10,20010110,2001,1,10,Wednesday
2001-01-11,20010111,2001,1,11,Thursday
2001-01-12,20010112,2001,1,12,Friday
2001-01-13,20010113,2001,1,13,Saturday
2001-01-14,20010114,2001,1,14,Sunday
2001-01-15,20010115,2001,1,15,Monday
2001-01-16,20010116,2001,1,16,Tuesday
2001-01-17,20010117,2001,1,17,Wednesday
2001-01-18,20010118,2001,1,18,Thursday
2001-01-19,20010119,2001,1,19,Friday
2001-01-20,20010120,2001,1,20,Saturday
2001-01-21,20010121,2001,1,21,Sunday
2001-01-22,20010122,2001,1,22,Monday
2001-01-23,20010123,2001,1,23,Tuesday
2001-01-24,20010124,2001,1,24,Wednesday
2001-01-25,20010125,2001,1,25,Thursday
2001-01-26,20010126,2001,1,26,Friday
2001-01-27,20010127,2001,1,27,Saturday
2001-01-28,20010128,2001,1,28,Sunday
2001-01-29,20010129,2001,1,29,Monday
2001-01-30,20010130,2001,1,30,Tuesday
2001-01-31,20010131,2001,1,31,Wednesday
2001-02-01,20010201,2001,2,1,Thursday
2001-02-02,20010202,2001,2,2,Friday
2001-02-03,20010203,2001,2,3,Saturday
2001-02-04,20010204,2001,2,4,Sunday
2001-02-05,20010205,2001,2,5,Monday
2001-02-06,20010206,2001,2,6,Tuesday
2001-02-07,20010207,2001,2,7,Wednesday
2001-02-08,20010208,2001,2,8,Thursday
2001-02-09,20010209,2001,2,9,Friday
2001-02-10,20010210,2001,2,10,Saturday
2001-02-11,20010211,2001,2,11,Sunday
2001-02-12,20010212,2001,2,12,Monday
2001-02-13,20010213,2001,2,13,Tuesday
2001-02-14,20010214,2001,2,14,Wednesday
2001-02-15,20010215,2001,2,15,Thursday
2001-02-16,20010216,2001,2,16,Friday
2001-02-17,20010217,2001,2,17,Saturday
2001-02-18,20010218,2001,2,18,Sunday
2001-02-19,20010219,2001,2,19,Monday
2001-02-20,20010220,2001,2,20,Tuesday
2001-02-21,20010221,2001,2,21,Wednesday
2001-02-22,20010222,2001,2,22,Thursday
2001-02-23,20010223,2001,2,23,Friday
2001-02-24,20010224,2001,2,24,Saturday
2001-02-25,20010225,2001,2,25,Sunday
2001-02-26,20010226,2001,2,26,Monday
2001-02-27,20010227,2001,2,27,Tuesday
2001-02-28,20010228,2001,2,28,Wednesday
2001-03-01,20010301,2001,3,1,Thursday
2001-03-02,20010302,2001,3,2,Friday
2001-03-03,20010303,2001,3,3,Saturday
2001-03-04,20010304,2001,3,4,Sunday
2001-03-05,20010305,2001,3,5,Monday
2001-03-06,20010306,2001,3,6,Tuesday
2001-03-07,20010307,2001,3,7,Wednesday
2001-03-08,20010308,2001,3,8,Thursday
2001-03-09,20010309,2001,3,9,Friday
2001-03-10,20010310,2001,3,10,Saturday
2001-03-11,20010311,2001,3,11,Sunday
2001-03-12,20010312,2001,3,12,Monday
2001-03-13,20010313,2001,3,13,Tuesday
2001-03-14,20010314,2001,3,14,Wednesday
2001-03-15,20010315,2001,3,15,Thursday
2001-03-16,20010316,2001,3,16,Friday
2001-03-17,20010317,2001,3,17,Saturday
2001-03-18,20010318,2001,3,18,Sunday
2001-03-19,20010319,2001,3,19,Monday
2001-03-20,20010320,2001,3,20,Tuesday
2001-03-21,20010321,2001,3,21,Wednesday
2001-03-22,20010322,2001,3,22,Thursday
2001-03-23,20010323,2001,3,23,Friday
2001-03-24,20010324,2001,3,24,Saturday
2001-03-25,20010325,2001,3,25,Sunday
2001-03-26,20010326,2001,3,26,Monday
2001-03-27,20010327,2001,3,27,Tuesday
2001-03-28,20010328,2001,3,28,Wednesday
2001-03-29,20010329,2001,3,29,Thursday
2001-03-30,20010330,2001,3,30,Friday
2001-03-31,20010331,2001,3,31,Saturday
2001-04-01,20010401,2001,4,1,Sunday
2001-04-02,20010402,2001,4,2,Monday
2001-04-03,20010403,2001,4,3,Tuesday
2001-04-04,20010404,2001,4,4,Wednesday
2001-04-05,20010405,2001,4,5,Thursday
2001-04-06,20010406,2001,4,6,Friday
2001-04-07,20010407,2001,4,7,Saturday
2001-04-08,20010408,2001,4,8,Sunday
2001-04-09,20010409,2001,4,9,Monday
2001-04-10,20010410,2001,4,10,Tuesday
2001-04-11,20010411,2001,4,11,Wednesday
2001-04-12,20010412,2001,4,12,Thursday
2001-04-13,20010413,2001,4,13,Friday
2001-04-14,20010414,2001,4,14,Saturday
2001-04-15,20010415,2001,4,15,Sunday
2001-04-16,20010416,2001,4,16,Monday
2001-04-17,20010417,2001,4,17,Tuesday
2001-04-18,20010418,2001,4,18,Wednesday
2001-04-19,20010419,2001,4,19,Thursday
2001-04-20,20010420,2001,4,20,Friday
2001-04-21,20010421,2001,4,21,Saturday
2001-04-22,20010422,2001,4,22,Sunday
2001-04-23,20010423,2001,4,23,Monday
2001-04-24,20010424,2001,4,24,Tuesday
2001-04-25,20010425,2001,4,25,Wednesday
2001-04-26,20010426,2001,4,26,Thursday
2001-04-27,20010427,2001,4,27,Friday
2001-04-28,20010428,2001,4,28,Saturday
2001-04-29,20010429,2001,4,29,Sunday
2001-04-30,20010430,2001,4,30,Monday
2001-05-01,20010501,2001,5,1,Tuesday
2001-05-02,20010502,2001,5,2,Wednesday
2001-05-03,20010503,2001,5,3,Thursday
2001-05-04,20010504,2001,5,4,Friday
2001-05-05,20010505,2001,5,5,Saturday
2001-05-06,20010506,2001,5,6,Sunday
2001-05-07,20010507,2001,5,7,Monday
2001-05-08,20010508,2001,5,8,Tuesday
2001-05-09,20010509,2001,5,9,Wednesday
2001-05-10,20010510,2001,5,10,Thursday
2001-05-11,20010511,2001,5,11,Friday
2001-05-12,20010512,2001,5,12,Saturday
2001-05-13,20010513,2001,5,13,Sunday
2001-05-14,20010514,2001,5,14,Monday
2001-05-15,20010515,2001,5,15,Tuesday
2001-05-16,20010516,2001,5,16,Wednesday
2001-05-17,20010517,2001,5,17,Thursday
2001-05-18,20010518,2001,5,18,Friday
2001-05-19,20010519,2001,5,19,Saturday
2001-05-20,20010520,2001,5,20,Sunday
2001-05-21,20010521,2001,5,21,Monday
2001-05-22,20010522,2001,5,22,Tuesday
2001-05-23,20010523,2001,5,23,Wednesday
2001-05-24,20010524,2001,5,24,Thursday
2001-05-25,20010525,2001,5,25,Friday
2001-05-26,20010526,2001,5,26,Saturday
2001-05-27,20010527,2001,5,27,Sunday
2001-05-28,20010528,2001,5,28,Monday
2001-05-29,20010529,2001,5,29,Tuesday
2001-05-30,20010530,2001,5,30,Wednesday
2001-05-31,20010531,2001,5,31,Thursday
2001-06-01,20010601,2001,6,1,Friday
2001-06-02,20010602,2001,6,2,Saturday
2001-06-03,20010603,2001,6,3,Sunday
2001-06-04,20010604,2001,6,4,Monday
2001-06-05,20010605,2001,6,5,Tuesday
2001-06-06,20010606,2001,6,6,Wednesday
2001-06-07,20010607,2001,6,7,Thursday
2001-06-08,20010608,2001,6,8,Friday
2001-06-09,20010609,2001,6,9,Saturday
2001-06-10,20010610,2001,6,10,Sunday
2001-06-11,20010611,2001,6,11,Monday
2001-06-12,20010612,2001,6,12,Tuesday
2001-06-13,20010613,2001,6,13,Wednesday
2001-06-14,20010614,2001,6,14,Thursday
2001-06-15,20010615,2001,6,15,Friday
2001-06-16,20010616,2001,6,16,Saturday
2001-06-17,20010617,2001,6,17,Sunday
2001-06-18,20010618,2001,6,18,Monday
2001-06-19,20010619,2001,6,19,Tuesday
2001-06-20,20010620,2001,6,20,Wednesday
2001-06-21,20010621,2001,6,21,Thursday
2001-06-22,20010622,2001,6,22,Friday
2001-06-23,20010623,2001,6,23,Saturday
2001-06-24,20010624,2001,6,24,Sunday
2001-06-25,20010625,2001,6,25,Monday
2001-06-26,20010626,2001,6,26,Tuesday
2001-06-27,20010627,2001,6,27,Wednesday
2001-06-28,20010628,2001,6,28,Thursday
2001-06-29,20010629,2001,6,29,Friday
